,minute,fish_ACI,fish_ACI_std,fish_ADI,fish_ADI_std,fish_H,fish_H_std,fish_Hf,fish_Hf_std,fish_M,fish_M_std,fish_BI,fish_BI_std,shrimp_ACI,shrimp_ACI_std,shrimp_ADI,shrimp_ADI_std,shrimp_BI,shrimp_BI_std,shrimp_H,shrimp_H_std,shrimp_Hf,shrimp_Hf_std,shrimp_M,shrimp_M_std,full_ACI,full_ACI_std,full_ADI,full_ADI_std,full_H,full_H_std,full_Hf,full_Hf_std,full_M,full_M_std,full_BI,full_BI_std,NDSI,NDSI_std
0,ema_230421_090640.WAV,157.41805728499156,14.56257575712573,1.7210707852605527,0.08708723415847375,0.9993213407955144,0.0004739742425729629,0.32428841195409996,0.02190238105349921,0.013990639487132297,0.0021859757726984275,1.4451959902463012,0.23275601299760487,197.53514078105374,9.933594100386816,2.148708529666235,0.056577549738438676,2.3835794075654144,0.49499076490972654,0.9999266245190851,4.206216192273721e-05,0.6856568664830641,0.022982914303557367,0.009127960800035955,0.0009793644149849016,191.56241085028503,9.373233365606179,2.7483837322661873,0.24247927351037246,0.9997674210533972,0.00017866727494153837,0.5626822645690931,0.08124626904034421,0.02123050517536446,0.0025961096960734767,4.320925454679106,0.7415691387772023,0.10578915477793746,0.31710662402865303
1,ema_230421_090745.WAV,159.9319651448166,16.909880126251807,1.7321863683571477,0.10021254569340043,0.9993105190016727,0.0005483939719073377,0.3354739842916055,0.03517192078860852,0.014519722947960442,0.002878790946197493,1.3550593431596045,0.2681564497506596,198.6082529185714,8.087286365841397,2.168611489957523,0.047984956908863605,2.3549503092254547,0.5003533042956873,0.9999181695702591,5.107629025675149e-05,0.6889828427897996,0.021722959334766773,0.009103369967216557,0.0008995688493937412,193.0160596843222,8.840586874640216,2.8961766263779634,0.2666919731561166,0.9997643492274961,0.00025269135867592895,0.592193759470871,0.07684574373124232,0.021677785649862107,0.0033632142043569825,4.111628687720461,0.690697089125964,0.19667351334283473,0.25768516868952807
2,firstreef_230420_201800.WAV,172.4691615105455,13.96957247145356,1.7718513213834886,0.07419918959180935,0.999604027951567,0.00020528368658452175,0.3398705056045329,0.025452490273446718,0.02124099339880096,0.00271040899020275,1.3697057680131541,0.1821241042888865,189.58028794273486,6.599919880719867,1.884247223983794,0.06320811472384759,3.8836367031060037,0.4799959589488139,0.9998189397371763,7.717055595454856e-05,0.589999372969218,0.02472329924271289,0.06713062193062463,0.007340028233885454,187.95825231419735,5.287019858268567,3.248929165983282,0.0653343326612614,0.9997844522121422,9.659930032578783e-05,0.6653943391512218,0.019849280678024196,0.08026803252862888,0.007551590526602258,4.3790473724943375,0.4869820659031121,0.7588844601436221,0.05895666106778438
3,firstreef_230420_201500.WAV,168.83437221807878,14.938487613741911,1.7667232904343273,0.09255587878298252,0.9994995720298387,0.00030271461099268905,0.33445412306816996,0.0226519211714052,0.02173650669206753,0.004450431424999864,1.4059813834009802,0.21201683575080546,189.8591987472517,6.296599521863915,1.8891148227886723,0.05842925056763566,4.037627531751134,0.507000586326558,0.9998192461743449,7.367852881069992e-05,0.5987414458554812,0.022030585547728184,0.06407911447863018,0.005684567368190981,188.1771198764358,5.436669321767116,3.2423622785412793,0.06889746884919896,0.9997801656100295,8.905534686142418e-05,0.6682542219849487,0.020253937079127406,0.0784819798821364,0.007812870297214367,4.500272641349956,0.56220664440489,0.7295701027952096,0.094364722859984
4,firstreef_230420_201200.WAV,168.09402328568942,17.26423108788215,1.749533078017378,0.07323448606113371,0.9994754731243363,0.0003407547190830666,0.3350268600430183,0.02815740015746853,0.022633245962587072,0.004412673505420211,1.369209284895146,0.22584907508769952,188.5292331405103,6.914597479219893,1.8955575708185899,0.059834528123242595,3.8287865240943626,0.6487700671065968,0.9998158968655209,8.408980757919675e-05,0.5995155257003609,0.02553488735499775,0.0663568764433986,0.006416244915931236,187.3815364441737,6.12977655812544,3.2452038676670147,0.07116458690506612,0.9997775064270178,0.00013704091628407997,0.670437912797013,0.024618223824329974,0.08031730337392613,0.007374013926056283,4.400074080780762,0.6625919929527905,0.7266517989745214,0.07516064268233802
5,firstreef_230420_200900.WAV,166.92654816520624,12.38385427153584,1.6998342143107152,0.08980585233279642,0.9994177870511014,0.0003240448667606966,0.3241807229367004,0.020303735412530888,0.027373255006108006,0.004297542608970547,1.4958531311883387,0.19336224589008524,188.59724977719878,6.070364353431542,1.879666250451206,0.08273177432902395,4.0671991708199045,0.5421087969824375,0.9998189207537791,8.315292386891661e-05,0.5942341389125129,0.021118017253545434,0.06797782882294784,0.006388133427753453,186.4703254069072,5.358402339607331,3.196062397659398,0.09565422501247302,0.9997553753732066,0.0001469524253999908,0.6590339205039012,0.020193147280421753,0.0846895909450011,0.007133018722646065,4.626735431397995,0.6849768191973922,0.6849030636542994,0.0886977583678371
6,firstreef_230420_200600.WAV,168.39757227415703,11.955508580789061,1.688219349842437,0.08838645796524396,0.9994109470314552,0.00032879930208196785,0.32012712188787856,0.01729667648516674,0.02785474574290981,0.00394996369600947,1.5070079376001606,0.22266645670394886,189.81189394079775,7.331011639949338,1.8669442904742504,0.06749046482889029,4.007537824180715,0.5202535227238716,0.9998309215754674,7.354360392718262e-05,0.5935590501010299,0.016829619079295723,0.06348251408506889,0.005936443512500018,187.97661912374446,6.47282714477674,3.1736652443485123,0.10850402432465123,0.9997692201705656,0.00011762864298365038,0.6541160739381763,0.030379799275046547,0.08335726136638826,0.006690906237428046,4.7059956237256015,0.6404177395219646,0.6661784181185791,0.1247522325544778
7,firstreef_230420_200300.WAV,165.54527958890992,15.874950967278131,1.689630067057662,0.07780780003812225,0.9994575907228113,0.00024788210511561976,0.3215436315748417,0.016770766618612962,0.028677050000112947,0.004078987647047977,1.560003489887083,0.1760361528869668,188.88769188055466,6.574140818882646,1.8798093418268271,0.07700820943576692,4.0985946855148745,0.4690507133577898,0.9998189973877215,7.957391501060208e-05,0.5878623334220221,0.017365221617631856,0.06580282868989941,0.006883257085685358,186.9671604412878,5.52852104066763,3.190470512797349,0.09631433515016928,0.9997591532163111,0.00011973563709563693,0.6543053518027357,0.018498055765335038,0.08437694703865319,0.007843584507004174,4.699683328805479,0.5511228575716459,0.682363219117162,0.07396218692228225
8,firstreef_230420_200000.WAV,167.55531504800996,14.30809178178535,1.6966192558536939,0.08499742611145103,0.9994721315160825,0.000278662310966043,0.3220407094077625,0.018462781323554653,0.02787220641480847,0.002759856865680976,1.505539393999836,0.1892915951389217,188.96776606368627,6.447608406116046,1.8807920334287576,0.0789542263156776,4.0975357632412335,0.5010881893682304,0.9998416549430568,6.740745453188323e-05,0.5947638770784469,0.018303964851271667,0.0652381234027774,0.005950337372593453,186.84224964674968,5.487000912225725,3.199543474941539,0.09060419205782548,0.9997982808889472,9.133587529502726e-05,0.6611954766136438,0.01907766488292207,0.08306581781430053,0.006455949588123952,4.685227021445257,0.5838503105149128,0.6925956727572777,0.06353888431399458
9,ema_230421_085905.WAV,156.08633392103008,14.072982311911067,1.7312434798677616,0.09177822924498669,0.9993956589605841,0.0004348892906389974,0.3353199162567745,0.03377045105234954,0.01351435917606148,0.001863787207719215,1.3133561970520484,0.24042773632259826,196.04229266295502,10.849361395793514,2.1585797088119616,0.05216403450145443,2.3593479806755,0.49471421406583804,0.9999221276629937,5.484417855757815e-05,0.6854045640828235,0.027373165886858314,0.0089663893570707,0.0009701026725624387,191.40120321860002,11.013796226208168,2.8209826084194147,0.28415307716909016,0.999816977931172,0.00015098142014583269,0.5984962631961483,0.08796172279784763,0.02030827302860706,0.002104392070121026,4.270783776192582,0.7886272869507798,0.2114008681971204,0.3136721967717184
10,ema_230421_090010.WAV,159.50326625264515,14.561807032577162,1.7138697110828354,0.07357244006451986,0.9993827150154184,0.0004416607502967344,0.327570604565047,0.02312936641043981,0.014799365103111592,0.0037628395483317763,1.4588984774410116,0.2001814679997603,193.7009777136378,9.17229953995975,2.1417700157240316,0.06445761138748134,2.2944113338988483,0.44102338807200264,0.99992602305216,4.0651634820612636e-05,0.686706658262154,0.025119839844214988,0.009059022129525293,0.0008793293361144843,188.96529778500104,8.79158773563718,2.7099395560270216,0.2565184462758482,0.9997317007175315,0.00020803528597424114,0.5492239604629177,0.08748040122830879,0.021986250068712,0.0036688192571919086,4.315332652407978,0.7047846947512652,0.04803194302600342,0.29750229438979664
11,ema_230421_090115.WAV,157.15457291699133,14.497886376490767,1.7004894896790297,0.06996966130991895,0.9992467446137593,0.0005248297818490692,0.31524994077972357,0.02220141468850489,0.014182713883685222,0.0020063983523190506,1.4221392554505057,0.19349804465667442,195.04418646719412,8.953067740515944,2.1398294194564724,0.06269618825419344,2.262213483451781,0.5168246419915926,0.9999103478854753,4.0374679234698804e-05,0.685509968684137,0.02191606175192425,0.0092859334403762,0.0010133483286340482,189.78136632839832,8.37314054225102,2.7310239243473466,0.25499103676430324,0.9997395256717524,0.00014818091174460221,0.5442572876384822,0.08211219640399495,0.021726001714868676,0.002714888115783999,4.245994308038637,0.6376844480331442,0.09030279405492757,0.27771473729910223
12,ema_230421_090220.WAV,162.30481850293904,15.386379686809729,1.6883859462423962,0.08951893534418681,0.9994768395141861,0.00039820462743358863,0.3122679961948136,0.03883322660245606,0.014848955890053141,0.0038289847535877912,1.491646000123273,0.38773609536929554,194.52143888064043,12.312622287293287,2.164001677074727,0.05135153067856746,2.242997398808579,0.3859050981362562,0.9999193453719468,5.006248338423528e-05,0.6866712088262604,0.021743614536786252,0.009038473336628099,0.0008735347552384884,188.8044576288968,11.31503081960118,2.5989506224985988,0.44183707274681283,0.999746796161267,0.00021063501535483985,0.5137238597433497,0.13249338964341645,0.02207199670222714,0.004177457323118246,4.1383047895757405,0.6699771381107912,-0.08587231945838061,0.44332198863311345
13,ema_230421_090325.WAV,155.92341167579752,12.987785056978856,1.7114052068971837,0.07090967163083299,0.9992602289724207,0.0005056600745112403,0.32584917335614183,0.0283160168183932,0.014411939993938978,0.002433841313246216,1.407177059532277,0.23523556739702497,194.63598683888617,8.094132780699681,2.151822023562555,0.05113080007257136,2.43313728722284,0.591328948103495,0.9999241000328507,4.33170149027187e-05,0.6871023780254808,0.022522610772300156,0.008872721626611941,0.000923866991917637,189.4451596265897,7.804462716832506,2.775141027142652,0.23641584372751867,0.9997510840197658,0.00020581539093993497,0.5758680153503526,0.09160553024931352,0.02132460968757971,0.002752346907952125,4.4475766657447435,0.7997522459067773,0.17848016456407872,0.31179518989217
14,ema_230421_090430.WAV,159.77357766766252,13.34522698456913,1.6991443867804914,0.06108428660755603,0.9992901674861229,0.0005112696210273488,0.3227816983418678,0.02845285233343329,0.016345409518841874,0.007386262699551217,1.4809030611766034,0.26123603505681575,196.79917593848688,10.312917129306781,2.151278397893032,0.041884466026438014,2.2297339173260724,0.5315063899826779,0.9999226860908424,3.647772367859159e-05,0.6910609848893677,0.019911395163485543,0.009099757643716844,0.0008208154380407157,190.4261102209218,10.692576648046918,2.670770933910783,0.287074814241362,0.999625085591857,0.00045176908004894363,0.5352548696236411,0.09927137515103565,0.02376798822594843,0.007794734524085515,4.307228845026209,0.6648338277537251,0.019088361893124337,0.35440414273098375
15,ema_230421_090535.WAV,159.2400788532953,14.984525626190742,1.716414107061611,0.0635972836417169,0.9992402567449975,0.0005156584600210577,0.33525368688792784,0.030254396167606192,0.014384348359626388,0.0019925850200645293,1.4048806639507148,0.24779104368747257,197.1272777394283,9.429859914210684,2.153865476430008,0.05767299262857292,2.270861033323715,0.48737061735580667,0.9999263470386535,3.709443755369433e-05,0.689672401285067,0.026015993202456334,0.008907365979937599,0.0009109491992653032,191.86497370675832,8.836945554847114,2.7719695511088958,0.29600132383565947,0.9997685794122629,0.00019768344807565697,0.5868694496746969,0.08811573973287441,0.021378500289455822,0.0023737441018305727,4.278680601619508,0.8455906088698789,0.1548590003363215,0.2797349088891892
16,firstreef_230420_195700.WAV,169.66873114163175,13.605025268578842,1.6767897688952607,0.07369925932332236,0.9995538451180025,0.00022386856786479133,0.32160606289484,0.019209812527171164,0.025040662883750075,0.004230099211422261,1.480160715721039,0.21551507425919678,187.56704550115245,7.104719910835431,1.860514898355677,0.06199846595228482,3.9862900268083203,0.531659441292734,0.9998237076841677,7.979583575638255e-05,0.5939195608793166,0.019282898628458472,0.06504610631424863,0.0063635479618138705,185.58701664941157,6.180719584993687,3.1866665618092465,0.0765376869370996,0.9997746639975371,0.00013541124387760458,0.6572659614679127,0.02408547080251828,0.0824749889456334,0.007837053204759213,4.80002989279303,0.6789846150178711,0.6801732500305622,0.1025003033378001
17,firstreef_230420_195400.WAV,168.67960053059022,11.514656618524711,1.6835615788189537,0.06526624759776632,0.9994194770895505,0.0002396665912312918,0.3169846037447474,0.013679409631361349,0.031653161278742056,0.0028600800590979315,1.5847686844396822,0.18950173128866832,187.11144230760442,7.604617158247112,1.8804561840528724,0.058263881374395594,4.1327757784887575,0.5374794525323412,0.9998272359992372,6.834879658094849e-05,0.5927528057206455,0.01571962755391242,0.06629182011587831,0.005770039475842657,185.21102639864637,6.292580299658766,3.1751222550212503,0.07824270957866526,0.999764772773066,0.00010921785227586746,0.6499790080851185,0.02511311831775591,0.08680189004560986,0.006961397600143153,4.738747000889152,0.5236508017574757,0.6399787753077842,0.11173329541232255
18,firstreef_230420_195100.WAV,170.95374726222832,12.63679886339554,1.6651744826817625,0.07885989572413384,0.9995059439329006,0.0002740036703632143,0.3201042571848989,0.01486054765455003,0.029827624173245835,0.003058907988791393,1.5642740022764363,0.18520826946111776,189.71451159034962,5.804554176317527,1.8695717308964712,0.07549052943435557,4.064510505094739,0.4401520817331446,0.9998260884010731,8.563441407678184e-05,0.5936206139872005,0.018090308347337745,0.06542134631393469,0.005707731296906226,187.7050421038826,4.910696535977813,3.1652446047130502,0.08717278629375061,0.9997561762267169,0.000130097353942057,0.6539951074606872,0.022382945885073127,0.08512400356200985,0.006812903959841807,4.662723587755487,0.6507262109458716,0.6603736363816786,0.10232132464413442
